Enquete;Tire;xDeb;nbMots;Tour de parole
Nawal7_220618.TextGrid;Youssef;4271.19;23;Et j'entends il y a embrouille il y a embrouille il y a embrouille ça veut dire mon pote je le jette.;
Nawal7_220618.TextGrid;Youssef;4275.52;15;Moi j'entends dès que j'entends qu'il y a embrouille ça y est.;
Nawal7_220618.TextGrid;Youssef;4278.91;13;Euh tu me reconnais pas j'ai un voile blanc je suis prêt.;
Nawal7_220618.TextGrid;Youssef;4282.09;6;Je suis armé c'est fini.;
Nawal7_220618.TextGrid;Youssef;4285.73;37;Je cours je cours je cours je saute les escaliers je cours je glisse jusqu'à devant le mec@s je lui dit il y a quoi il y a quoi il y a quoi tu veux quoi.;
Nawal7_220618.TextGrid;Youssef;4293.29;16;Il m'a même pas dit un mot il m'a attrapé la g- la gorge.;
Nawal7_220618.TextGrid;Youssef;4297.09;1;Et.;
Nawal7_220618.TextGrid;Youssef;4298.40;6; balayette ça a commencé bagarre générale.;
Nawal7_220618.TextGrid;Youssef;4304.06;0;;
Nawal7_220618.TextGrid;Youssef;4304.90;20;On s'est battus je me suis retrouvé il y a un pote@s à moi il a poussé un mec@s.;
Nawal7_220618.TextGrid;Youssef;4310.47;21;Un mec@s qui s'est retrouvé devant moi j'ai regardé mon pote@s je lui ai fait un clin d'oeil.;
Nawal7_220618.TextGrid;Youssef;4315.36;32; je lui ai mis une grande pêche@s je lui ai mis une tellement une grande pêche@s que sa dent elle s'est pétée@s et j'avais les racines coincées dans ma peau.;
Nawal7_220618.TextGrid;Youssef;4329.64;15;La dent elle a fait puf et tac eh tellement j'ai bien frappé fort.;
Nawal7_220618.TextGrid;Youssef;4334.85;11;La racine elle un elle s'est enfoncée sur ma peau.;
Nawal7_220618.TextGrid;Youssef;4338.76;15;Final j'ai enlevé j'avais sa dent sur la main je l'ai enlevée.;
Nawal7_220618.TextGrid;Youssef;4342.68;19;Ah toute sa vie il y en a un autre il a voulu me mettre un coup de casque.;
Nawal7_220618.TextGrid;Youssef;4347.04;31;Ça veut dire il s'apprêtait à me taper j'étais en short j'avais un pantacourt il a la il est en haut je je l'ai encore le pantacourt.;
Nawal7_220618.TextGrid;Youssef;4356.05;15;J'ai reculé  high kick@s gros coup de pied dans la tête  il est tombé.;
Nawal7_220618.TextGrid;Youssef;4362.74;42;Il y en a un il a jeté une bouteille ça veut dire je demande à une copine passe moi une bouteille elle euh crise de panique déjà ma soeur elle criait parce que avant ça Farida@a enfin même pas que Farida@a.;
Nawal7_220618.TextGrid;Youssef;4375.33;41;Je pense que même Hanane@a elle pensait que tu vois j'étais j'étais une baltringue@s comme on dit chez nous une baltringue@s c'est j'étais un peureux zaâma@s je voulais pas me battre et tout ça même une fillette.;
Nawal7_220618.TextGrid;Youssef;4386.27;9;Et là Farida@a quand elle a vu me battre.;
Nawal7_220618.TextGrid;Youssef;4388.97;18;Déjà elle elle criait  rien que des insultes  que des insultes xxx que des insultes que des insultes.;
Nawal7_220618.TextGrid;Youssef;4398.26;3;Elle me regarde.;
Nawal7_220618.TextGrid;Youssef;4400.76;15;Et je lui dis vas-y t- ta bouche les gens avec qui je me tapais.;
Nawal7_220618.TextGrid;Youssef;4404.86;67;Ça veut dire x qu'elle insulte je la regarde je lui dis chut tais-toi avance va va dans le métro et ma pote@s je lui dis passe-moi une bouteille il vient de jeter une bouteille ma meuf@s euh ma pote@s par panique  elle me passe une bouteille en plastique les autres ils jettent des bouteilles en verre elle elle m'a passé une bouteille en plastique.;
Nawal7_220618.TextGrid;Youssef;4422.72;32;Je l'ai regardée je lui ai rejeté dessus je lui dis tu me passes une bouteille je vais faire quoi avec j'ai tu crois que j'ai soif ou quoi.;
Nawal7_220618.TextGrid;Youssef;4429.07;91; ça veut dire je cours je fais tomber ma carte Navigo parce que tous mes potes ils ont commencé à courir la police elle arrivait je fais tomber ma carte Navigo je reviens en arrière  je marche c'est bon j'en ai marre de courir c'est pas eux ils vont me virer je reviens en arrière je ramasse mon pass Navigo et j'attends de voir si il y a un mec@s qui court dès que je voyais un mec@s qui court j'ai vu un mec@s qui courait.;
Nawal7_220618.TextGrid;Youssef;4449.94;40;Je le course je le course il va vers le métro arrivé à avant les les marches du métro eh eh  grande tarte je l'ai poussé tombé dans les escaliers  tous les escaliers du Trocadero  dans le métro wallah@s.;
Nawal7_220618.TextGrid;Youssef;4465.33;38;Et je suis t- je suis parti jsuqu'à la station d'après je suis rentré dans le métro j'ai dit à ma soeur je l'ai appelée je lui dit je suis à la station Inéa.;
Nawal7_220618.TextGrid;Youssef;4471.63;7;Juste à côt- sur la ligne neuf.;
Nawal7_220618.TextGrid;Youssef;4473.48;19;Je suis à la station l'Inéa ben rejoignez-moi appelle appelle ma meuf@s et c'était mon ex hein.;
Nawal7_220618.TextGrid;Youssef;4479.44;6;C'est pas ma meuf@s actuelle.;
Nawal7_220618.TextGrid;Youssef;4481.79;7;Et je dis appelle euh appelle Rayenne@a.;
Nawal7_220618.TextGrid;Youssef;4485.51;8;xx Rayenne@a elle s'appelait xx ouais Rayenne@a.;
Nawal7_220618.TextGrid;Youssef;4489.20;1;Enne.;
Nawal7_220618.TextGrid;Youssef;4490.77;1;Rayenne@a.;
Nawal7_220618.TextGrid;Youssef;4492.28;5;C'est une algérienne espagnole.;
Nawal7_220618.TextGrid;Youssef;4498.50;4;Ouais pourquoi je s-;
Nawal7_220618.TextGrid;Youssef;4500.64;4;Parce que je me.;
Nawal7_220618.TextGrid;Youssef;4506.75;17;Ben au fait quand regarde tu vois quand je fais ma coupe je me rase bien taillée.;
Nawal7_220618.TextGrid;Youssef;4512.16;21;Euh je m'habille pas en jogging je m'habille bien petite chemise beau gosse ou un petit polo beau gosse.;
Nawal7_220618.TextGrid;Youssef;4517.48;49;Euh bien habillé bien coiffé présentable euh et qui voient que quand je parle même au téléphone oui euh na na ni euh na na na euh oui mais je comprends pas parce que je parle avec une personne sérieuse par xx au travail ou je sais pas quoi.;
Nawal7_220618.TextGrid;Youssef;4530.99;31;Ah bah je vois des gens qui me disent bonjour ou mais quand je suis habillé en mode détente au quartier jogging et tout ça casquette les gens ils ont peur.;
Nawal7_220618.TextGrid;Youssef;4540.04;16;Oui mais en soi faut pas avoir de priori parce que je vais pas t'agresser.;
Nawal7_220618.TextGrid;Youssef;4544.94;1;Et.;
Nawal7_220618.TextGrid;Youssef;4547.16;56;Moi j- pense pas comme ça mais il y en a ben ça leur donne envie pourquoi t'as peur ben voilà là tu me donnes envie de t'agresser tu crois que je vais t'agresser j'allais même pas t'agresser mais juste parce que t'as peur et ben je vais t'agresser.;
Nawal7_220618.TextGrid;Youssef;4559.14;5;Tu vois c- un chien.;
Nawal7_220618.TextGrid;Youssef;4560.70;6;Il sent que tu as peur.;
Nawal7_220618.TextGrid;Youssef;4562.20;8;Ben il va te mordre il va aboyer.;
Nawal7_220618.TextGrid;Youssef;4564.01;21;La même chose ben on va pas se mentir il y a des mecs@s dans les cités c'est des animaux.;
Nawal7_220618.TextGrid;Youssef;4569.19;26;Ah ils réfléchissent comme des animaux ils ont faim ils vont aller voler ils vont aller arracher quelqu'un ils ils vont arracher une chaîne ils.;
Nawal7_220618.TextGrid;Youssef;4577.48;6;Ouais ben tu regardes sur internet.;
Nawal7_220618.TextGrid;Youssef;4580.24;32;Pas forcément parce que la la personne a peur il y en a ils volent parce qu'ils ont besoin il y en a ils volent parce que c'est leur délire.;
Nawal7_220618.TextGrid;Youssef;4588.45;16;Parce qu'ils ont ils ont besoin de manger p- de pour ils volent pour manger.;
Nawal7_220618.TextGrid;Youssef;4592.62;20;Il y en a ils volent pour voilà ou acheter de la voilà encore tu vois une clochard qui vole.;
Nawal7_220618.TextGrid;Youssef;4598.45;2;Pour manger.;
Nawal7_220618.TextGrid;Youssef;4600.29;20;Mais il y en a c'est pour s'acheter de la drogue c'est pour s'acheter des clopes@s.;
Nawal7_220618.TextGrid;Youssef;4604.58;4;Mais va va travailler.;
Nawal7_220618.TextGrid;Youssef;4607.11;78;Va travailler ou va vendre de la drogue ne va pas arracher tu va pas arracher va vendre de la drogue comme ça tu vas te faire attraper un jour tu vas manger gratuit tu vas dormir gratuit tu seras en prison si c'est ce que tu veux tu veux être bénef@s ben s- sois bénef@s jusqu'au bout tu prends tes sacs d'affaires tu vas en prison tu manges gratuit tu dors gratuit mon frère.;
Nawal7_220618.TextGrid;Youssef;4628.17;1;Habs@s.;
Nawal7_220618.TextGrid;Youssef;4629.85;1;Habs@s.;
Nawal7_220618.TextGrid;Youssef;4631.27;1;Ouais.;
Nawal7_220618.TextGrid;Youssef;4636.62;11;Beaucoup tout le monde presque la plupart des gens disent ça.;
Nawal7_220618.TextGrid;Youssef;4650.66;9;Au jour d'aujourd'hui en France tu le.;
Nawal7_220618.TextGrid;Youssef;4655.50;6;Ah il est euh camerounais togolais.;
Nawal7_220618.TextGrid;Youssef;4663.91;16;Ouais nan il va me dire je suis camer@s et il me dit je suis camerounais.;
Nawal7_220618.TextGrid;Youssef;4668.22;1;Ouais.;
Nawal7_220618.TextGrid;Youssef;4670.64;7;Ouais il me dit je suis camerounais.;
Nawal7_220618.TextGrid;Youssef;4672.97;18;Parce que tu es français dans tous les cas en tu tu es en France tu es français.;
Nawal7_220618.TextGrid;Youssef;4677.69;24;Nous me nous on va parler de ton origine parce que tu te sens pas français parce que on te rejette en tant que.;
Nawal7_220618.TextGrid;Youssef;4683.04;57;Même en tant que Français les Français ils te considèrent pas comme un Français regarde au jour d'aujourd'hui à à bas les bougnoules en France tu vois des qu'est-ce que les noirs ils se mêlent des problèmes des arabes mais pourquoi tu parles de noirs et d'arabes il est français tout comme toi.;
Nawal7_220618.TextGrid;Youssef;4696.86;29;Regarde la police quand elle te contrôle moi combien de fois ça m'est arrivé de me faire contrôler mais le truc c'est que je me fais contrôler.;
Nawal7_220618.TextGrid;Youssef;4704.41;6;J'ai pas de casier judiciaire.;
Nawal7_220618.TextGrid;Youssef;4706.44;16;J'ai rien j'ai pas de trace vous savez même pas com- qui je suis.;
Nawal7_220618.TextGrid;Youssef;4710.50;17;Vous tapez votre v- mon nom à la centrale vous demandez quelque chose ils disent euh inconnu.;
Nawal7_220618.TextGrid;Youssef;4715.93;2;Fichier inconnu.;
Nawal7_220618.TextGrid;Youssef;4718.60;9;Ben oui écoutez c'est un délit de faciès.;
Nawal7_220618.TextGrid;Youssef;4721.80;81;C'est un délit de faciès tu le vis tous les jours je me suis mangé plus de cent vingts contrôles dans ma vie délit de faciès délit de faciès c'est c'est ils vont me dire c'est un contrôle de routine mais ça existe pas ils ont pas le droit de faire un contrôle de routine si on te contrôle ils te demandent tes papiers qu'est-ce que tu faisais on te demande parfois d'enlever tes chaussures.;
Nawal7_220618.TextGrid;Youssef;4742.22;72;Parce que tu es arabe parce que on te contrôle pas parce que tu étais en train de marcher tu étais en train de parler avec tes potes@s ils vont te dire quoi contrôle de routine vous correspondez à une un signalement mais arrête de te foutre de ma gueule@s qu'est ce que je corresponds à un signalement je corresponds au signalement d'un arabe que tu as envie de contrôler.;
Nawal7_220618.TextGrid;Youssef;4756.22;47;Il y a il y a personne qui a appelé parce que j'ai tapé personne j'ai volé personne j'ai fait de mal à personne je marche j'étais dans la rue je vais croiser mes potes@s je vais fumer ma clope@s avec mes potes@s.;
Nawal7_220618.TextGrid;Youssef;4765.53;53;J'ai fait quoi de mal c'est parce que je suis arabe c'est tout tiens regarde mon nom regarde mon prénom regarde ma date de naissance tiens ma carte tiens mon permis tiens ma x ma pièce d'identité j'ai pas de casier ouais moi je m'énerve avec eux.;
Nawal7_220618.TextGrid;Youssef;4779.20;9;Ils me disent x j'ai pas de casier.;
Nawal7_220618.TextGrid;Youssef;4781.53;9;Ils me disent j'ai jamais fini au poste.;
Nawal7_220618.TextGrid;Youssef;4784.69;21;Hamdoulah@s j'ai jamais fini au poste je touche du bois j'ai jamais fini au poste mais je m'emporte.;
Nawal7_220618.TextGrid;Youssef;4790.06;34;Je sais je sais quand je faut que je m'emporte je sais quand faut que je parle é- je parle doucement ça m'est déjà arrivé de leur mettre des coups de pression.;
Nawal7_220618.TextGrid;Youssef;4797.13;33;Je leur disais que je connaissais le commissaire de Paris et que si ils continuaient à me faire chier@s parce que il aimait pas ma gueule@s et ben x se retrouver sans travail.;
Nawal7_220618.TextGrid;Youssef;4805.71;8;C'est tout bah ils ils ont peur.;
Nawal7_220618.TextGrid;Youssef;4807.93;26;Parce que je connais vraiment le commissaire de Paris que je lui donne son nom et que je lui sors même son matricule si il veut.;
Nawal7_220618.TextGrid;Youssef;4813.14;19;Et là il comprends  et il se dit ah ouais merde@s il est rebeu@s mais il est bien placé.;
Nawal7_220618.TextGrid;Youssef;4818.91;28;Ah je lui dis tout simplement c'est tout bête voilà le commissaire il a des dettes envers ma mère il doit beaucoup de choses à ma mère.;
Nawal7_220618.TextGrid;Youssef;4826.46;26;Maintenant si je lui dis que j'ai rien fait et que tu as m- tu me contrôles parce que j'ai une gueule d'Arabe.;
Nawal7_220618.TextGrid;Youssef;4832.57;93;Demain tu finis sans travail tu nourris m- plus ta femme tu ne p- nourris plus tes enfants et tu te retrouves sans appart@s il y a pas de soucis viens on va au poste par contre je te demande ton matricule tu es obligé de me le donner maintenant je veux ton nom et ton prénom et ton matricule ce soir j'ai le droit à un appel tu me ramènes au poste j'ai le droit à un appel j'appelle le commissaire Quantin c'est simple je ne parle pas.;
Nawal7_220618.TextGrid;Youssef;4854.57;8;Commissaire vous connaissez le commissaire écoutez on continue.;
Nawal7_220618.TextGrid;Youssef;4859.80;51;Je vous laisse m'embarquer je vous donne même la main on y va écoutez monsieur c'est un malentendu je suis sincèrement désolé je vous souhaite de passer une excellente soirée mais vous m'avez retenu je devais aller voir mes potes@s vous me déposez ils me déposent  le coran.;
Nawal7_220618.TextGrid;Youssef;4876.77;7;Wallah@s parce que voilà au au final.;
Nawal7_220618.TextGrid;Youssef;4882.06;39;Si si tu connais pas un peu ou si tu as pas quelques contacts ou si tu sais pas comment ça se passe chez eux même quelques articles de la loi tu peux leur rappeler ils la connaissent pas.;
Nawal7_220618.TextGrid;Youssef;4892.84;17;Ils les connaissent pas ils ils vont dire contrôle de routine mais ils ont pas le droit.;
Nawal7_220618.TextGrid;Youssef;4898.97;27;Ben si is sont censés être formés parce que pour être policier en fait pour être policier pour être s- sur le terrain tu as des concours.;
Nawal7_220618.TextGrid;Youssef;4907.72;28;Par exemple ceux qui mettent les amendes et ceux qui sont en vélo c'est ceux qui ont fait les qui ont eu les m- moins bonnes notes.;
Nawal7_220618.TextGrid;Youssef;4913.66;12;Parce que ceux qui ont les meilleures notes ils choisissent leur place.;
Nawal7_220618.TextGrid;Youssef;4916.89;20;Et ensuite le moins bonnes notes on leur donne ce qu'il reste et ce qu'il reste c'est.;
Nawal7_220618.TextGrid;Youssef;4921.77;21;Les amendes c'est taâ@s les vélos taâ@s la circulation tu restes toute la journée à faire euh de la tektonik.;
Nawal7_220618.TextGrid;Youssef;4929.44;28;Tu crois ils ils ont fait un concours pour v- pour faire ça nan ils veulent sur le terrain avec un pistolet arrêter des noirs et des arabes.;
Nawal7_220618.TextGrid;Youssef;4937.03;25;C'est ça leur ambition la plupart des policiers et des gendarmes moi j'ai formé quelqu'un au planet sushi c'était un gendarme.;
Nawal7_220618.TextGrid;Youssef;4944.09;1;Militaire.;
Nawal7_220618.TextGrid;Youssef;4945.91;111;Et ben lui-même il me le dit il me le disait  il me disait j'ai des des co- j'avais des collègues ils ont fait gendarmes ils ont fait policiers pourquoi parce que à l'école ils se sont fait hagar@s par des noirs et des arabes et ben maintenant qu'ils ont un peu de pouvoir ils en profitent et ils contrôlent tous les noirs et les arabes il y en a qui glissent du shit@s dans les poches des noirs il y en a qui donnent des qui passent des x des montres volées des schmitts@s hein des p- des keufs@s ils passent ils ont des montres volées.;
Nawal7_220618.TextGrid;Youssef;4973.48;45;Ils les ont attrapées aux pakpaks@s et tout ça c'est des montres volées des montres volées ils les mettent dans l'affaire de dans les affaires du du rebeu@s le rebeu@s il va au poste e- pour une montre qu'il a pas volée.;
Nawal7_220618.TextGrid;Youssef;4984.26;22;C'est le policier qui lui a mis dans la poche parce qu'il voulait l'interpeler et il voulait l'arrêter.;
Nawal7_220618.TextGrid;Youssef;4989.25;3;C'est moche.;
Nawal7_220618.TextGrid;Youssef;4990.63;30;Donc après voilà moi ça m'est arrivé une fois ça et je lui ai sorti la même excuse du c- du commissaire Quantin et le schmitt@s je le connaissais.;
Nawal7_220618.TextGrid;Youssef;4999.16;15;Le keuf@s qui me fait ça il est connu et il aime bien faire ça.;
Nawal7_220618.TextGrid;Youssef;5003.33;61;Et je lui ai dit tu me connais tu peux pas me faire ça je lui ai dis si tu tu me fais ça tu sais très bien comment ça va se finir et ça va mal se finir pour tous les deux moi je vais me faire niquer par mes darons@s parce que tu m'as fait un truc euh.;
Nawal7_220618.TextGrid;Youssef;5015.78;41;Déjà c'est faux et et ça va être mal vu et toi tu vas finir mal mais vraiment mal parce que sur la vie de ma mère ça va pas se finir comme ça je vais pas me laisser faire.;
